run_number,steps,rewards,exploration_probability,advancing_steps,advancing_rewards,testing_steps,testing_rewards,successful_network_update
314,1,-0.682075260625,0.9274014926273524,,,,,0
315,1,-1.0,0.9271782062763377,1,-0.623020890744,,,1
316,1,-0.703142183177,0.9269549736849891,,,,,1
317,1,-0.791421886158,0.9267317948403632,1,-0.608919886008,,,1
318,1,-0.756983616675,0.9265086697295194,,,,,1
319,2,-0.642641511792,0.9262855983395206,1,-0.614826752719,,,1
320,1,-0.641940892558,0.9260625806574326,,,,,1
321,1,-0.717333707561,0.9258396166703246,,,64,2.24764681643,1
322,1,-0.766412995023,0.9256167063652684,,,,,0
323,2,-1.11517352078,0.9253938497293394,1,-0.619927298121,,,1
324,1,-0.609584790629,0.9251710467496158,,,,,1
325,1,-0.778990353311,0.9249482974131791,5,-0.124625460508,,,1
326,1,-0.782072862704,0.9247256017071138,,,,,0
327,2,-0.865435122151,0.9245029596185077,1,-0.699417980952,,,1
328,1,-0.757350866723,0.9242803711344514,,,,,1
329,,,,20,1.51369264245,,,1
329,1,-0.752117356939,0.9240578362420389,8,-0.678544216156,,,1
330,1,-0.716949442458,0.923835354928367,,,,,0
331,1,-0.760931898867,0.9236129271805359,,,33,0.765237368597,1
332,2,-0.74332796244,0.9233905529856488,,,,,1
333,2,-0.826127735885,0.9231682323308119,30,1.13310283392,,,1
334,1,-0.654509745256,0.9229459652031348,,,,,1
335,,,,24,2.49404987693,,,1
335,2,-0.891398233218,0.9227237515897297,33,0.704786564527,,,1
336,1,-0.663827802458,0.9225015914777125,,,,,1
337,1,-0.787938932838,0.9222794848542017,32,0.109172381163,,,1
338,2,-0.727993100939,0.9220574317063193,,,,,0
339,2,-0.60464097184,0.92183543202119,32,0.796890991616,,,1
340,2,-0.92857459874,0.9216134857859419,,,,,1
341,1,-0.741311138659,0.9213915929877062,,,31,0.489975333214,1
342,2,-0.734011441734,0.9211697536136171,,,,,1
343,2,-0.751904837024,0.9209479676508118,30,0.818495929214,,,1
344,2,-0.679739612721,0.9207262350864307,,,,,1
345,2,-0.62453006903,0.9205045559076174,32,0.962691401587,,,1
346,1,-0.699512011455,0.9202829301015183,,,,,1
347,1,-0.647856188678,0.9200613576552833,31,0.73574124217,,,1
348,1,-0.711806458474,0.9198398385560651,,,,,1
349,1,-0.630183139464,0.9196183727910195,64,1.79215013504,,,1
350,1,-0.612664369933,0.9193969603473057,,,,,0
351,1,-0.77824441222,0.9191756012120854,,,33,0.756037081037,1
352,1,-0.78895755403,0.918954295372524,,,,,0
353,1,-0.775765190929,0.9187330428157898,1,-0.687883353316,,,1
354,1,-0.777067759596,0.918511843529054,,,,,0
355,2,-0.876876641157,0.918290697499491,1,-0.688852202774,,,1
356,1,-0.782613071411,0.9180696047142783,,,,,1
357,1,-0.769750632874,0.9178485651605967,1,-0.73072560099,,,1
358,2,-1.00205826827,0.9176275788256295,,,,,0
359,2,-0.600789898683,0.9174066456965638,30,1.11610413474,,,1
360,1,-0.732093734818,0.9171857657605893,,,,,1
361,1,-0.765188895937,0.916964939004899,,,63,2.33507841362,1
362,1,-0.646984624279,0.9167441654166888,,,,,0
363,,,,86,5.48610396147,,,1
363,,,,86,5.48072178125,,,1
363,,,,86,5.24336184382,,,1
